reaction_id,log2fc,p_value,subsystem,flux_cond1,flux_cond2
THRt2pp,0.8195,0.154,"Transport, Inner Membrane",8.2987,14.6451
SSALy,0.1027,0.604,Arginine and Proline Metabolism,0.4295,0.4612
SUCASPtpp,0.9859,0.0945,"Transport, Inner Membrane",5.4219,10.7386
SUCBZL,-0.1441,0.362,Cofactor and Prosthetic Group Biosynthesis,5.2275,4.7307
SUCBZS,1.1054,0.0892,Cofactor and Prosthetic Group Biosynthesis,5.5521,11.9458
SUCCt2_2pp,1.2142,0.104,"Transport, Inner Membrane",4.2876,9.9475
SUCCt2_3pp,0.9007,0.147,"Transport, Inner Membrane",3.8967,7.2749
SUCCt3pp,1.3825,0.0491,"Transport, Inner Membrane",3.1792,8.2888
SUCCtex,-0.0659,0.353,"Transport, Outer Membrane Porin",9.5021,9.0776
SUCDi,-2.3402,1.91e-06,Oxidative Phosphorylation,4.6091,0.9102
SUCFUMtpp,0.9844,0.0637,"Transport, Inner Membrane",7.0759,13.9997
SUCMALtpp,0.8505,0.119,"Transport, Inner Membrane",7.5103,13.5418
THRt2rpp,0.594,0.334,"Transport, Inner Membrane",5.3008,8.0013
THRt4pp,-0.1458,0.718,"Transport, Inner Membrane",1.2735,1.1511
THRtex,-0.3442,0.409,"Transport, Outer Membrane Porin",7.85,6.1839
THYMt3pp,-0.1082,0.428,"Transport, Inner Membrane",3.7101,3.442
SUCOAS,-1.5017,3.55e-05,Citric Acid Cycle,4.9454,1.7463
R5PPpp,0.4552,0.391,Alternate Carbon Metabolism,9.2209,12.6415
SUCRtex,0.5919,0.307,"Transport, Outer Membrane Porin",4.3596,6.5708
SUCTARTtpp,0.1746,0.426,"Transport, Inner Membrane",4.6063,5.199
THYMtex,-0.5795,0.132,"Transport, Outer Membrane Porin",4.1768,2.7951
THZPSN3,0.2747,0.263,Cofactor and Prosthetic Group Biosynthesis,4.0804,4.9361
R5Ptex,0.2188,0.43,"Transport, Outer Membrane Porin",7.9584,9.2615
TKT1,0.8885,0.0395,Pentose Phosphate Pathway,7.0772,13.1018
SUCptspp,-0.2395,0.421,"Transport, Inner Membrane",3.7219,3.1525
RBFK,0.4399,0.26,Cofactor and Prosthetic Group Biosynthesis,4.5806,6.2135
SULFACabcpp,0.6187,0.213,"Transport, Inner Membrane",10.136,15.5633
TKT2,1.0582,0.0105,Pentose Phosphate Pathway,0.5718,1.1906
RBFSa,-0.9691,0.143,Cofactor and Prosthetic Group Biosynthesis,4.0757,2.082
TMAOR1,-1.9146,3.74e-06,Oxidative Phosphorylation,6.4871,1.7207
TMAOR1pp,-2.3599,1.78e-06,Oxidative Phosphorylation,2.7137,0.5286
TMAOR2,-2.6523,2.46e-06,Oxidative Phosphorylation,4.748,0.7553
TMAOR2pp,-2.976,1.39e-06,Oxidative Phosphorylation,3.7376,0.475
TMAOtex,0.2988,0.287,"Transport, Outer Membrane Porin",3.7347,4.5943
SULFACtex,0.3603,0.171,"Transport, Outer Membrane Porin",4.0138,5.1525
SULR,-0.0026,0.773,Cysteine Metabolism,2.158,2.1541
SULabcpp,1.0569,0.0904,Inorganic Ion Transport and Metabolism,4.5037,9.3697
T2DECAI,-0.9685,0.0664,Cell Envelope Biosynthesis,6.0443,3.0889
TAGURr,0.551,0.486,Alternate Carbon Metabolism,7.6705,11.2382
TALA,1.0892,0.0208,Pentose Phosphate Pathway,7.1336,15.1772
TARTD,0.499,0.551,Alternate Carbon Metabolism,3.8145,5.3908
TARTRDtex,-0.4271,0.267,"Transport, Outer Membrane Porin",2.2323,1.6603
TMAtex,0.2318,0.22,"Transport, Outer Membrane Porin",0.7538,0.8852
TMDK1,-1.4463,0.0165,Nucleotide Salvage Pathway,3.9855,1.4626
TMDPP,-0.3486,0.147,Nucleotide Salvage Pathway,0.9254,0.7268
TMDS,-0.5546,0.157,Nucleotide Salvage Pathway,4.895,3.3328
TARTRt7pp,0.0912,0.697,"Transport, Inner Membrane",1.9063,2.0307
TARTRtex,0.2914,0.517,"Transport, Outer Membrane Porin",4.0651,4.9749
TMK,0.8992,0.245,Cofactor and Prosthetic Group Biosynthesis,6.7199,12.533
RBFSb,0.2085,0.271,Cofactor and Prosthetic Group Biosynthesis,7.1872,8.3049
TMPK,-1.1192,0.15,Cofactor and Prosthetic Group Biosynthesis,6.3784,2.9363
TMPPP,-0.1142,0.582,Cofactor and Prosthetic Group Biosynthesis,14.0424,12.9735
TARTt2_3pp,0.8552,0.178,"Transport, Inner Membrane",8.9351,16.1639
TAUDO,-0.4727,0.332,Alternate Carbon Metabolism,10.3313,7.4447
RBK,-0.6501,0.404,Alternate Carbon Metabolism,7.0102,4.4673
TAURabcpp,1.7796,0.0212,"Transport, Inner Membrane",3.0203,10.3696
TAURtex,-0.0121,0.388,"Transport, Outer Membrane Porin",4.7923,4.7522
TPI,1.8719,7.67e-06,Glycolysis/Gluconeogenesis,4.7031,17.2134
RBK_L1,-0.5722,0.368,Alternate Carbon Metabolism,6.1623,4.1447
TCYNTtex,-0.0478,0.817,"Transport, Outer Membrane Porin",2.3123,2.2368
TDP,-0.4638,0.301,Cofactor and Prosthetic Group Biosynthesis,7.2963,5.2904
TDPADGAT,-0.6641,0.186,Cell Envelope Biosynthesis,5.6772,3.5827
TDPAGTA,-0.2039,0.471,Cell Envelope Biosynthesis,2.1396,1.8576
TDPDRE,-0.4478,0.228,Cell Envelope Biosynthesis,4.523,3.316
TDPDRR,-0.146,0.311,Cell Envelope Biosynthesis,3.3763,3.0513
TPRDCOAS,-0.9532,0.151,Cofactor and Prosthetic Group Biosynthesis,6.9119,3.57
TRDR,-2.3368,1.6e-06,Oxidative Phosphorylation,5.1865,1.0267
TRE6PH,-0.229,0.277,Alternate Carbon Metabolism,9.8205,8.3791
TRE6PP,-0.111,0.63,Alternate Carbon Metabolism,11.6403,10.7786
TDPGDH,-0.6998,0.0935,Cell Envelope Biosynthesis,1.3781,0.8484
TDSK,0.4553,0.645,Lipopolysaccharide Biosynthesis / Recycling,5.8673,8.0443
TRE6PS,-0.3412,0.456,Alternate Carbon Metabolism,4.9918,3.9405
RBP4E,1.5206,0.16,Alternate Carbon Metabolism,2.6296,7.5447
TREH,-0.353,0.286,Alternate Carbon Metabolism,4.3127,3.3768
TREHpp,-1.1748,0.369,Alternate Carbon Metabolism,8.5155,3.7719
TREptspp,0.4941,0.265,"Transport, Inner Membrane",4.6868,6.6013
TDSR1,0.4337,0.372,"Transport, Inner Membrane",5.0723,6.8512
TDSR2,-0.4884,0.297,"Transport, Inner Membrane",11.8336,8.4351
TGBPA,-0.3433,0.699,Alternate Carbon Metabolism,10.1591,8.0077
THD2pp,-0.7665,0.00426,Oxidative Phosphorylation,11.1599,6.5605
THDPS,-0.4399,0.452,Threonine and Lysine Metabolism,4.9424,3.6435
THFAT,0.7708,0.23,Folate Metabolism,10.0217,17.0986
THIORDXi,-0.2572,0.443,Unassigned,0.4714,0.3944
THMDt2pp_copy1,0.9859,0.169,"Transport, Inner Membrane",4.7442,9.3964
TREtex,-0.2371,0.523,"Transport, Outer Membrane Porin",7.6568,6.4966
TRPAS2,0.3995,0.453,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",4.9938,6.587
TRPS1,-0.9905,0.464,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0.1929,0.0971
TRPS2,-0.7068,0.286,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",7.2074,4.4159
TRPS3,0.5057,0.29,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3.0572,4.3409
TRPTRS,0.6855,0.367,tRNA Charging,3.7694,6.0624
THMDt2pp_copy2,0.4678,0.152,"Transport, Inner Membrane",5.1784,7.1617
THMDtex,0.2028,0.664,"Transport, Outer Membrane Porin",5.5845,6.4275
TRPt2rpp,-0.2833,0.36,"Transport, Inner Membrane",7.7185,6.3424
REPHACCOAI,-0.2772,0.513,Alternate Carbon Metabolism,4.1912,3.4585
TRPtex,-0.6425,0.106,"Transport, Outer Membrane Porin",3.8994,2.4979
TRSARr,0.1056,0.598,Alternate Carbon Metabolism,0.1637,0.1761
TSULabcpp,0.0326,0.812,Inorganic Ion Transport and Metabolism,1.9148,1.9585
TSULtex,0.2998,0.468,"Transport, Outer Membrane Porin",5.6853,6.9985
TTDCAtexi,0.2528,0.317,"Transport, Outer Membrane",5.5257,6.5841
TTDCEAtexi,0.2877,0.393,"Transport, Outer Membrane",5.4014,6.5934
TTRCYCtex,-0.1524,0.55,"Transport, Outer Membrane Porin",5.4199,4.8766
THMabcpp,0.6903,0.104,"Transport, Inner Membrane",6.3155,10.1909
TYMtex,0.1602,0.4,"Transport, Outer Membrane Porin",1.2266,1.3707
TYRL,0.6282,0.137,Cofactor and Prosthetic Group Biosynthesis,2.3062,3.5644
TYROXDApp,-1.0047,0.286,Nitrogen Metabolism,8.2943,4.1338
TYRPpp,-1.2306,0.324,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",12.6637,5.3964
TYRPtex,0.2438,0.248,"Transport, Outer Membrane Porin",4.6092,5.4578
TYRTA,0.2188,0.742,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0.9426,1.097
TYRTRS,0.063,0.886,tRNA Charging,4.7112,4.9215
TYRt2rpp,-0.4431,0.213,"Transport, Inner Membrane",1.4181,1.0431
TYRtex,0.2512,0.565,"Transport, Outer Membrane Porin",5.1159,6.089
ThDPAT,0.0846,0.313,Cofactor and Prosthetic Group Biosynthesis,9.279,9.8394
U23GAAT,-0.2399,0.64,Lipopolysaccharide Biosynthesis / Recycling,7.8029,6.6076
UAAGDS,-0.4434,0.144,Cell Envelope Biosynthesis,8.8408,6.5013
UACGALPpp,-0.1521,0.629,Alternate Carbon Metabolism,4.0871,3.6781
TTRCYCtpp,0.3077,0.441,"Transport, Outer Membrane",5.8187,7.2019
TUNGSabcpp,1.5857,0.0223,Inorganic Ion Transport and Metabolism,5.2466,15.7474
TUNGStex,0.3155,0.549,"Transport, Outer Membrane Porin",5.3132,6.6118
URIH,-0.5367,0.246,Alternate Carbon Metabolism,0.7973,0.5496
URIK2,-0.4453,0.121,Nucleotide Salvage Pathway,11.6488,8.5553
UACGAMPpp,0.0878,0.432,Alternate Carbon Metabolism,1.9047,2.0242
UACGAMtex,0.2234,0.638,"Transport, Outer Membrane Porin",8.5241,9.9517
URIt2pp_copy1,0.1881,0.243,"Transport, Inner Membrane",7.0146,7.9914
UACMAMO,-1.0406,0.0602,Cell Envelope Biosynthesis,6.5502,3.1842
UAG2E,-0.0453,0.465,Cell Envelope Biosynthesis,6.9344,6.7202
UAGAAT,-1.2436,0.274,Lipopolysaccharide Biosynthesis / Recycling,6.5406,2.7623
URIt2pp_copy2,0.517,0.199,"Transport, Inner Membrane",9.6011,13.7393
URItex,0.854,0.101,"Transport, Outer Membrane",8.3093,15.0191
USHD,0.4878,0.247,Lipopolysaccharide Biosynthesis / Recycling,6.1255,8.5897
UAGCVT,-0.4734,0.252,Cell Envelope Biosynthesis,5.0166,3.6134
VALTA,-0.0785,0.388,"Valine, Leucine, and Isoleucine Metabolism",8.8273,8.3599
UAGDP,-1.0733,0.0373,Cell Envelope Biosynthesis,6.4924,3.0854
RFAMPtex,0.9196,0.108,"Transport, Outer Membrane",2.0997,3.9716
UAGPT3,-0.6496,0.24,Cell Envelope Biosynthesis,2.106,1.3425
UAMAGS,-0.9193,0.1,Cell Envelope Biosynthesis,6.0023,3.1739
UAMAS,-0.5615,0.126,Cell Envelope Biosynthesis,7.5128,5.0905
VALTRS,0.5953,0.582,tRNA Charging,6.6624,10.0658
VALabcpp,-0.3356,0.238,"Transport, Inner Membrane",6.3512,5.0328
VALt2rpp,1.3077,0.0406,"Transport, Inner Membrane",8.6066,21.3057
VALtex,-0.0313,0.846,"Transport, Outer Membrane Porin",5.4057,5.2898
RFAMPtpp,0.2868,0.224,"Transport, Outer Membrane",6.6602,8.125
VPAMTr,0.7557,0.318,"Valine, Leucine, and Isoleucine Metabolism",6.6931,11.3006
WCOS,0.2436,0.346,Cofactor and Prosthetic Group Biosynthesis,3.7055,4.3872
UAPGR,0.002,0.753,Cell Envelope Biosynthesis,8.8255,8.838
UDCPDP,0.2379,0.234,Cell Envelope Biosynthesis,5.255,6.1972
UDCPDPS,0.8311,0.113,Cofactor and Prosthetic Group Biosynthesis,3.6534,6.4995
X5PL3E,0.172,0.748,Alternate Carbon Metabolism,6.5844,7.4183
RHAT1,-0.0668,0.356,Lipopolysaccharide Biosynthesis / Recycling,7.5365,7.1955
XAND,-0.7617,0.112,Nucleotide Salvage Pathway,8.5833,5.0625
XANt2pp,-0.4433,0.415,"Transport, Inner Membrane",7.282,5.3554
UDCPDPpp,-0.1582,0.459,Cell Envelope Biosynthesis,2.2068,1.9777
UDCPPtppi,0.0802,0.644,Lipopolysaccharide Biosynthesis / Recycling,8.7668,9.2679
RHCCE,-0.0053,0.583,Methionine Metabolism,6.3676,6.3445
UDPACGALtex,0.5862,0.193,"Transport, Outer Membrane Porin",1.7443,2.6187
UDPG4E,-0.4153,0.311,Alternate Carbon Metabolism,5.6409,4.23
UDPGALM,-0.5126,0.116,Cell Envelope Biosynthesis,6.9434,4.8669
UDPGALPpp,-0.1274,0.386,Alternate Carbon Metabolism,2.4067,2.2034
UDPGALtex,0.7517,0.213,"Transport, Outer Membrane Porin",8.0507,13.5558
XANtex,0.462,0.149,"Transport, Outer Membrane Porin",6.3857,8.7962
XANtpp,0.762,0.153,"Transport, Inner Membrane",4.1588,7.0524
XMPtex,-0.1595,0.678,"Transport, Outer Membrane Porin",5.6625,5.07
XPPT,-0.3258,0.252,Nucleotide Salvage Pathway,4.5258,3.611
XTSNH,-0.6585,0.105,Nucleotide Salvage Pathway,6.4265,4.0713
XTSNt2rpp,0.6898,0.157,"Transport, Inner Membrane",4.1944,6.7659
XTSNtex,0.8147,0.0883,"Transport, Outer Membrane Porin",8.9681,15.7746
XYLI1,-0.2069,0.59,Alternate Carbon Metabolism,5.6853,4.9256
XYLI2,-0.4174,0.66,Alternate Carbon Metabolism,3.0174,2.2593
RIBabcpp,-0.8716,0.128,"Transport, Inner Membrane",6.6457,3.6321
XYLK,-0.3188,0.697,Alternate Carbon Metabolism,5.9672,4.7842
XYLK2,0.2532,0.468,Alternate Carbon Metabolism,3.2823,3.9119
UDPGD,-0.0205,0.81,Cell Envelope Biosynthesis,5.5783,5.4996
RIBtex,0.998,0.155,"Transport, Outer Membrane Porin",6.6845,13.3504
UDPGDC,0.196,0.475,Lipopolysaccharide Biosynthesis / Recycling,1.0648,1.2197
UDPGLCURtex,-0.0992,0.72,"Transport, Outer Membrane Porin",5.7051,5.3261
XYLUt2pp,-0.4999,0.379,"Transport, Inner Membrane",3.2542,2.3012
UDPGPpp,-0.1764,0.627,Alternate Carbon Metabolism,3.4797,3.0791
XYLUtex,0.0984,0.513,"Transport, Outer Membrane Porin",7.7618,8.3095
RMI,-0.1994,0.408,Alternate Carbon Metabolism,7.3874,6.4336
XYLabcpp,0.7535,0.194,"Transport, Inner Membrane",0.1271,0.2143
XYLt2pp,0.194,0.655,"Transport, Inner Membrane",8.2875,9.4802
UDPGtex,0.6839,0.19,"Transport, Outer Membrane Porin",4.3627,7.0085
UDPKAAT,-0.2975,0.359,Lipopolysaccharide Biosynthesis / Recycling,1.1589,0.9429
XYLtex,-0.3329,0.528,"Transport, Outer Membrane Porin",5.4807,4.3513
ZN2abcpp,0.3475,0.447,Inorganic Ion Transport and Metabolism,3.6743,4.6751
UGLCURPpp,-0.0627,0.535,Alternate Carbon Metabolism,2.9793,2.8526
RMK,0.3782,0.568,Alternate Carbon Metabolism,6.9162,8.989
UGLT,0.0338,0.468,Alternate Carbon Metabolism,1.8286,1.872
ZN2t3pp,0.2726,0.251,Inorganic Ion Transport and Metabolism,6.1097,7.3806
ZN2tpp,0.5637,0.321,Inorganic Ion Transport and Metabolism,4.9008,7.2437
ZNabcpp,1.4746,0.0634,Inorganic Ion Transport and Metabolism,6.3638,17.6852
Zn2tex,0.3237,0.359,"Transport, Outer Membrane Porin",12.4936,15.636
UGLYCH,0.1721,0.416,Nitrogen Metabolism,6.3001,7.0982
UGMDDS,-0.5163,0.144,Cell Envelope Biosynthesis,6.8648,4.7996
UHGADA,-0.6581,0.266,Lipopolysaccharide Biosynthesis / Recycling,7.552,4.7858
ULA4NFT,0.13,0.515,Lipopolysaccharide Biosynthesis / Recycling,12.7886,13.9947
RMNtex,0.5152,0.345,"Transport, Outer Membrane Porin",2.4172,3.4546
ULA4Ntppi,0.0244,0.547,Lipopolysaccharide Biosynthesis / Recycling,0.6679,0.6793
UM3PL,0.1382,0.742,Murein Recycling,6.1239,6.7397
UM4PCP,0.5853,0.464,Murein Recycling,6.2645,9.399
UM4PL,-0.6855,0.492,Murein Recycling,8.0871,5.0286
UMPK,-0.538,0.169,Nucleotide Salvage Pathway,8.6383,5.9493
UMPtex,0.4403,0.337,"Transport, Outer Membrane Porin",7.8562,10.66
UPLA4FNF,-0.4283,0.268,Lipopolysaccharide Biosynthesis / Recycling,10.4476,7.7641
RMNtpp,0.0855,0.72,"Transport, Inner Membrane",4.3959,4.6643
UPLA4FNT,1.0991,0.309,Lipopolysaccharide Biosynthesis / Recycling,2.3405,5.0139
UPP3MT,-0.2914,0.432,Cofactor and Prosthetic Group Biosynthesis,1.5856,1.2956
UPP3S,1.0565,0.128,Cofactor and Prosthetic Group Biosynthesis,11.0254,22.9309
RMPA,0.2005,0.397,Alternate Carbon Metabolism,5.0379,5.7888
UPPDC1,-0.5081,0.32,Cofactor and Prosthetic Group Biosynthesis,5.6632,3.982
UPPRT,-0.5377,0.129,Nucleotide Salvage Pathway,6.1645,4.2466
RNDR1,-0.7677,0.0685,Nucleotide Salvage Pathway,5.4775,3.2173
URACPAH,-0.9698,0.048,Nucleotide Salvage Pathway,5.5457,2.8315
URAt2pp_copy1,0.8743,0.0851,"Transport, Inner Membrane",1.9947,3.6565
RNDR1b,-0.2052,0.459,Nucleotide Salvage Pathway,4.5538,3.95
URAt2pp_copy2,0.1016,0.368,"Transport, Inner Membrane",5.5086,5.9106
URAtex,-0.5193,0.251,"Transport, Outer Membrane Porin",7.4675,5.2101
RNDR2,0.3738,0.286,Nucleotide Salvage Pathway,5.9052,7.6515
URDGLYCD,1.3495,0.217,Alternate Carbon Metabolism,4.6647,11.8866
UREAtex,1.0114,0.0699,"Transport, Outer Membrane Porin",10.8532,21.8789
RNDR2b,0.3497,0.323,Nucleotide Salvage Pathway,5.2196,6.6516
UREAtpp,-0.3067,0.437,"Transport, Inner Membrane",1.7446,1.4105
RNDR3,-0.597,0.151,Nucleotide Salvage Pathway,8.642,5.7133
RNDR3b,0.2098,0.462,Nucleotide Salvage Pathway,5.7312,6.6284
RNDR4,0.1623,0.294,Nucleotide Salvage Pathway,4.385,4.907
RNDR4b,0.6038,0.0868,Nucleotide Salvage Pathway,4.8442,7.3618
RNTR1c2,-0.9822,0.0311,Nucleotide Salvage Pathway,7.0664,3.5771
RNTR2c2,-1.1342,0.0398,Nucleotide Salvage Pathway,1.5844,0.7218
RNTR3c2,-1.4619,0.0109,Nucleotide Salvage Pathway,3.0548,1.1089
